"Departement";"Code";"Dienstabteilung";"Konto";"Bezeichnung";"Rechnung 2011 Fr.";"Budget 2012 Fr.";"Budget 2013 Fr.";"Abweichung zum Vorjahr Fr.";"Bezeichnung (sofern gemäss Art. 4 FVO erforderlich)"
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3182 0000";"Entschädigungen für Planungs- und Projektierungsarbeiten Dritter";"768’329.45";"1’148’000";"1’190’000";"-42’000";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3183 0000";"Bankspesen";"1’148’854.09";"421’500";"400’700";"+20’800";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3184 0000";"Sachversicherungsprämien";"5’190’688.80";"5’298’600";"5’294’900";"+3’700";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3186 0000";"Entschädigungen für Dienstleistungen Dritter im Zusammenhang mit Projektbegleitung, -beratung und Organisationsentwicklung";;"10’000";"10’000";;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3187 0000";"Steuern und Abgaben";"1’025’511.92";"962’700";"1’109’300";"-146’600";"Höhere Inkassokosten für Taxzuschläge."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3189 0000";"Entschädigungen für IT-Leistungen Dritter";"655’848.16";"542’500";"678’600";"-136’100";"Externe Unterstützung für Datenversorgung und Support im Zusammenhang mit dem Projekt S-POS (neue Billettverkaufsautomaten)."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3190 0000";"Schadenersatzleistungen";"124’451.00";"122’100";"109’200";"+12’900";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3197 0000";"Mitgliederbeiträge";"225’124.98";"214’800";"213’300";"+1’500";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3199 0000";"Übriger Sachaufwand";"103’678.70";"90’900";"87’200";"+3’700";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3300 0000";"Abschreibungen von Guthaben des FV";"13’528.27";"165’200";"35’200";"+130’000";"Geplant tiefere Debitorenverluste und Abschreibungen auf Lagerwerten."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3310 0000";"Ordentliche Abschreibungen auf Investitionen und Sachgütern des VV";"54’319’676.00";"55’900’000";"63’825’000";"-7’925’000";"Zusätzlich budgetierter Abschreibungsbedarf für neue Billettverkaufsautomaten (CHF 4.4 Mio.), Gleisanlagen (CHF 1.4 Mio.), neue Gelenktrolleybusse (CHF 1.1 Mio.) und IT (CHF 0.5 Mio.)."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3640 0150";"Beitrag an Zürcher Verkehrsverbund";"74’727’837.59";"70’111’800";"72’932’500";"-2’820’700";"Entsprechend dem budgetierten Nebenertrag."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3650 0000";"Beiträge an private Unternehmungen";"48’180.55";"50’000";"55’000";"-5’000";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3800 0000";"Einlage in das Ausgleichskonto der Spezialfinanzierung";"29’573’380.47";;;;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3803 0000";"Einlage in das Bestandeskonto der Rückstellung";;"280’900";;"+280’900";"Keine Einlage in Rückstellung für Life-Cycle-Cost-Verträge der Busflotte."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3900 0000";"Vergütung an HRZ für Aus- und Weiterbildung";"55’825.00";"92’700";"108’100";"-15’400";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3910 0000";"Vergütung an OIZ für IT-Leistungen";"1’666’687.00";"2’355’900";"2’424’400";"-68’500";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3911 0000";"Vergütung an SBMV für Material/Dienstleistungen";"191’180.60";"163’800";"199’100";"-35’300";"Vermehrte Deckung des Bedarfes an Büromaterial über die SBMV."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3912 0000";"Vergütung an RVZ für Versicherungsprämien";"421’674.60";"421’800";"425’500";"-3’700";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3921 0000";"Vergütung von Kontokorrentzinsen";"23’755’017.70";"27’000’000";"25’000’000";"+2’000’000";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3980 0704";"Vergütung an Departement der Industriellen Betriebe für Verwaltungskosten";"500’000.00";"500’000";"500’000";;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3982 0000";"Vergütung für Verwaltungskosten";"567’875.00";"575’400";"585’400";"-10’000";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"3983 0000";"Vergütung an Finanzverwaltung für Annuitätenverpflichtung gegenüber der Pensionskasse (Ablösung Leistungsprimat 1995)";"10’368’126.00";"10’368’000";"10’368’000";;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4212 0000";"Verzugszinsen von Debitoren";-80.55;-200;-200;;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4270 0000";"Pacht- und Mietzinse von Liegenschaften des VV";"-3’378’230.93";"-3’087’300";"-3’178’200";"+90’900";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4273 0000";"Vergütung für Benutzung von Verwaltungsparkplätzen";"-278’053.45";"-258’000";"-246’000";"-12’000";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4310 0000";"Gebühren für Amtshandlungen";"-65’742.25";"-70’000";"-70’000";;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4340 0000";"Benutzungsgebühren und Dienstleistungen";"-11’253’641.82";"-10’200’000";"-10’500’000";"+300’000";"Mehr aktivierbare Eigenleistungen für Lagerrechnung (Eigenfertigung von Ersatzteilen)."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4340 0112";"Benutzungsgebühren";"-4’516’671.65";"-4’824’300";"-5’501’000";"+676’700";"Erstmalige Verrechnung von Infrastrukturbenützung S-POS (neue Billettverkaufsautomaten) an die marktverantwortlichen Unternehmen des ZVV (CHF 0.53 Mio.)."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4340 0221";"Reklame";"-14’392’634.30";"-15’273’500";"-15’645’600";"+372’100";"Mehrertrag bei der Verkehrsmittelwerbung infolge Vollbemalung der Tramfahrzeuge."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4340 0900";"Übrige Dienstleistungen";"-29’513’501.16";"-28’990’900";"-31’340’800";"+2’349’900";"Erstmalige Verrechnung von Betriebskosten S-POS (CHF 1.2 Mio.) sowie höhere Verrechnung für Betriebskosten des ZVV-Leitsystems an die marktverantwortlichen Unternehmen des ZVV. Vergütung des Departements der Industriellen Betriebe zur Deckung der zusätzlichen Stromkosten (siehe auch Konto 3120 0000)."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4350 0000";"Verkäufe";"-7’312’975.97";"-2’995’800";"-2’784’700";"-211’100";"Tiefere Waren- und Materialverkäufe an Dritte."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4360 0000";"Rückerstattungen Dritter";"-2’722’324.94";"-2’587’500";"-3’627’500";"+1’040’000";"Gemäss Weisung des ZVV bzw. der Eidg. Steuerverwaltung müssen die Treibstoffzollrückerstattungen unserer Transportbeauftragten neu über die marktverantwortliche Unternehmung (VBZ) eingefordert werden."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4361 0000";"Sachversicherungsleistungen";"-2’666’903.60";"-2’753’100";"-2’747’700";"-5’400";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4366 0000";"Versicherungs- und Haftpflichtleistungen für das Personal";"-5’516’161.95";"-4’368’400";"-4’375’600";"+7’200";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4367 0000";"Rückerstattungen von Personalaufwendungen";-287.2;;;;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4367 0100";"Ablieferung von Entschädigungen für Mitwirkung städtischer VertreterInnen in Dritt-Institutionen";"-3’240.00";"-5’000";"-5’000";;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4367 0200";"Rückerstattungen für Dienstkleider und Ausbildungskosten bei Dienstaustritt";"-35’165.50";;;;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4380 0000";"Eigenleistungen für Investitionen";"-128’309.09";"-500’000";"-200’000";"-300’000";"Tiefere Eigenleistungen auf Bauprojekten (Wegfall Tram Zürich-West)."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4399 0000";"Übrige Entgelte";"-9’124.33";"-14’500";"-6’500";"-8’000";"Geplant weniger Kursgewinne."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4640 0150";"Beitrag des Zürcher Verkehrsverbundes";"-488’572’427.89";"-515’338’800";"-520’007’900";"+4’669’100";"Entsprechend dem budgetierten Personal-/Sachaufwand sowie Abschreibungen und Zinsen (Total Betriebsaufwand)."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4640 0151";"Beitrag des Zürcher Verkehrsverbundes: Bonus Qualitätsmanagement";"-2’974’713.00";;;;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4803 0000";"Entnahme aus dem Bestandeskonto der Rückstellung";"-605’577.46";"-130’900";"-526’300";"+395’400";"Höhere Entnahme aus der Rückstellung für Life-Cycle-Cost-Verträge der Busflotte."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4803 0300";"Entnahme aus dem Bestandeskonto der Rückstellung: US-Leasing";"-33’351’385.00";;;;
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";"4920 0000";"Vergütung von Zinsen für Spezialfinanzierung";"-1’109’618.20";"-1’100’000";"-330’000";"-770’000";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";595010;"Bau von Geleiseanlagen: Sammelkonto";"33’943’000.00";"39’218’000";"35’596’000";"+3’622’000";"Gemäss detailliertem Investitionsprogramm."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";595020;"Übrige Hochbauten: Sammelkonto";"28’417’000.00";"24’940’000";"34’401’000";"-9’461’000";"Gemäss detailliertem Investitionsprogramm."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";595030;"Einrichtungen und Maschinen in Depots und Werkstätten";"2’687’000.00";"3’810’000";"6’500’000";"-2’690’000";"Gemäss detailliertem Investitionsprogramm."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";595040;"Einrichtungen für den elektrischen Betrieb";"4’893’000.00";"5’547’000";"7’603’000";"-2’056’000";"Gemäss detailliertem Investitionsprogramm."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";595050;"Fernmeldeanlagen";"3’300’000.00";"5’798’000";"2’650’000";"+3’148’000";"Gemäss detailliertem Investitionsprogramm."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";595060;"Fahrzeuge";"17’395’000.00";"29’690’000";"40’014’000";"-10’324’000";"Gemäss detailliertem Investitionsprogramm."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";595070;"Anschaffungen von IT-Anlagen Hardware";"2’640’000.00";"8’345’000";"8’989’000";"-644’000";
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";595080;"Anschaffungen von übrigen Mobilien";"7’390’000.00";"17’900’000";"5’584’000";"+12’316’000";"Gemäss detailliertem Investitionsprogramm."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";595110;"Beiträge des Kantons";;;"-77’279’000";"+77’279’000";"Investitionsbeitrag des Kantons Zürich zum Tram Zürich-West."
"Departement der Industriellen Betriebe";4540;"Verkehrsbetriebe";595130;"Beiträge des Bundes";"-3’381.00";;"-25’760’000";"+25’760’000";"Investitionsbeitrag des Bundes zum Tram Zürich-West."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";;"Aufwand";"31’358’805.32";"31’697’000";"39’209’200";"-7’512’200";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";;"Ertrag";"-215’499.51";"-193’300";"-234’100";"+40’800";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";;"Saldo (+ Aufwandüberschuss/- Ertragsüberschuss)";"31’143’305.81";"31’503’700";"+38’975’100";"-7’471’400";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";;"Ausgaben";"1’126’796.78";"1’221’400";"1’842’700";"-621’300";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";;"Einnahmen";;;;;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";;"Nettoinvestition";"1’126’796.78";"1’221’400";"1’842’700";"-621’300";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3001 0000";"Vergütungen an Behörden und Kommissionen";"7’873.45";"22’600";"22’600";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3010 0000";"Löhne des Verwaltungs- und Betriebspersonals";"4’850’037.65";"4’761’000";"5’849’400";"-1’088’400";"Die Verwaltungsinformatik der Dienstabteilungen wird künftig weitgehend unter eine zentrale Führung im Departementssekretariat gestellt. Dadurch sollen insbesondere die Prozessteuerung in der IT Entwicklung erleichtert sowie allfällige dienstabeilungsübergreifenden Synergien besser ausgeschöpft werden. Mit dieser Massnahme folgt das SSD einer Empfehlung der OIZ. Der Vollzug der Zentralisierung erfordert die Verschiebung von 7.1 Stellenwerten und entsprechenden Sachkosten aus den Dienstabteilungen in die Zentrale Verwaltung des SSD."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3012 0000";"Löhne des Personals in Ausbildung";"513’616.80";"561’000";"618’100";"-57’100";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3018 0000";"Löhne von unselbständig erwerbenden Dritten (AHV)";"15’068.20";;"30’000";"-30’000";"Übernahme Präventionsprogramm PFADE (Programm zur Förderung Alternativer Denkstrategien) vom Schulamt, d.h. PFADE bis Ende 2012 bei SAM, ab 2013 in der Fachstelle für Gewaltprävention budgetiert."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3030 0000";"Sozialversicherungsbeiträge";"382’910.40";"385’500";"478’100";"-92’600";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3040 0000";"Personalversicherungsbeiträge";"491’158.45";"606’200";"734’100";"-127’900";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3050 0000";"Unfall- und Krankenversicherungsbeiträge";"10’969.95";"10’400";"13’300";"-2’900";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3060 0000";"Dienstkleider und Dienstkleiderentschädigungen";"5’380.40";"5’800";"9’400";"-3’600";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3062 0000";"Verpflegungszulagen";"35’200.00";"79’000";"94’100";"-15’100";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3091 0000";"Aus- und Weiterbildung des Personals";"86’985.95";"108’300";"137’400";"-29’100";"Siehe Begründung zu Konto 3010 0000."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3092 0000";"Personalwerbung";"28’251.40";"10’000";"90’000";"-80’000";"Kosten für die Rekrutierung von höherem Kader (Assessments, Inserate), welche zum Zeitpunkt der Budgetierung noch nicht bekannt waren."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3096 0000";"Verbilligungen für das Personal";;"6’000";"6’600";-600;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3099 0000";"Übriger Personalaufwand";"53’093.58";"80’100";"86’800";"-6’700";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3100 0000";"Büromaterial";"1’788.45";"4’700";"2’800";"+1’900";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3101 0000";"Druck-, Reproduktions- und Vervielfältigungskosten";"71’921.85";"59’600";"182’400";"-122’800";"Die Kosten für Fotokopierer und Multifunktionsgeräte (Output schwarz/weiss und color) werden nicht mehr durch die SBMV sondern direkt durch den Lieferanten verrechnet (-35’700). Druckkosten für Elternbroschüre (-16’000) sowie für Tag der stadtzürcher Schulen (-4’000). Druckkosten für Präventionsprogramm PFADE, bis Ende 2012 bei SAM, ab 2013 in der Fachstelle für Gewaltprävention budgetiert (-50’000). Erneuerung Sammlungskatalog aufgrund 50 Jahre Jubiläum NONAM (-10’000)."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3102 0000";"Fachliteratur und Zeitschriften";"13’319.39";"24’600";"23’200";"+1’400";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3106 0000";"Amtliche Publikationen";"4’033.90";"2’500";"2’500";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3107 0000";"Temporäre Aktionen in Öffentlichkeitsarbeit";"20’453.59";"20’200";"30’200";"-10’000";"Mehrbedarf an Öffentlichkeitsarbeit aufgrund 50 Jahre Jubiläum NONAM (-10’000)."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3110 0000";"Anschaffungen Büromaschinen und -geräte";;100;"2’200";"-2’100";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3111 0000";"Anschaffungen Maschinen, Geräte, Fahrzeuge";"15’526.73";"16’100";"10’100";"+6’000";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3112 0000";"Anschaffungen IT-Anlagen Hardware";164.9;;"120’500";"-120’500";"Siehe Begründung zu Konto 3010 0000."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3113 0000";"Anschaffungen IT-Anlagen Software";"5’735.93";;"104’300";"-104’300";"Siehe Begründung zu Konto 3010 0000."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3117 0000";"Anschaffungen Museums- und Ausstellungsgegenstände";"25’905.32";"20’000";"20’000";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3119 0000";"Anschaffungen übrige Mobilien";;"10’100";"15’000";"-4’900";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3130 0000";"Betriebs-, Verbrauchs- und Produktionsmaterialien";"52’649.22";"75’500";"65’500";"+10’000";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3132 0000";"IT-Verbrauchsmaterialien";;400;"24’000";"-23’600";"Siehe Begründung zu Konto 3010 0000."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3135 0000";"Lebensmittel";"1’215.00";;"1’500";"-1’500";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3150 0000";"Unterhalt Büromaschinen und -geräte";"1’644.40";"1’500";"1’500";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3152 0000";"Unterhalt IT-Anlagen Hardware";;;"71’500";"-71’500";"Siehe Begründung zu Konto 3010 0000."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3153 0000";"Unterhalt IT-Anlagen Software";"11’338.50";"14’000";"637’500";"-623’500";"Siehe Begründung zu Konto 3010 0000."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3159 0000";"Unterhalt übrige Mobilien";"6’926.80";"7’100";"7’100";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3160 0000";"Miete und Pacht von Liegenschaften";150;;;;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3161 0000";"Mieten und Benutzungskosten";"2’995.30";"6’100";"26’900";"-20’800";"Die Kosten für Fotokopierer und Multifunktionsgeräte (Miete und Wartung) werden nicht mehr gesamthaft von der SBMV sondern vom Lieferanten direkt an die Dienstabteilungen verrechnet (-13’600)."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3162 0000";"IT-Mieten und Benutzungskosten";"1’037.20";200;500;-300;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3170 0000";"Reise- und Spesenentschädigungen des Personals";"35’011.95";"51’300";"52’100";-800;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3171 0000";"Auslagen für Veranstaltungen, Reisen, Lager";"33’166.60";"30’000";"30’000";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3180 0000";"Entschädigungen für Dienstleistungen Dritter";"289’835.72";"367’500";"396’000";"-28’500";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3181 0000";"Post- und Telekommunikationsgebühren";"19’206.10";"24’500";"19’200";"+5’300";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3183 0000";"Bankspesen";323.99;500;800;-300;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3184 0000";"Sachversicherungsprämien";"13’590.95";"22’900";"25’000";"-2’100";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3186 0000";"Entschädigungen für Dienstleistungen Dritter im Zusammenhang mit Projektbegleitung, -beratung und Organisationsentwicklung";"99’891.35";"183’000";"224’200";"-41’200";"Übernahme Präventionsprogramm PFADE für Coaching der betroffenen Lehrpersonen vom Schulamt, d.h. PFADE bis Ende 2012 bei SAM, ab 2013 in der Fachstelle für Gewaltprävention budgetiert (-60’000). Externe Unterstützung für Entwicklung Raumstrategie für SSD Verwaltung, gesamtstädtischer Projektauftrag, Kostenanteil SSD (-70’000). Konzept Kinderkultur ist abgeschlossen (+50’000)."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3187 0000";"Steuern und Abgaben";"1’198.65";"2’000";;"+2’000";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3189 0000";"Entschädigungen für IT-Leistungen Dritter";"78’426.90";"148’100";"2’144’100";"-1’996’000";"Siehe Begründung zu Konto 3010 0000."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3190 0000";"Schadenersatzleistungen";;"22’000";"22’000";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3196 0000";"Abgeltung von Rechten";"2’363.60";"3’000";"6’000";"-3’000";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3197 0000";"Mitgliederbeiträge";"5’293.60";"8’900";"8’800";100;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3199 0000";"Übriger Sachaufwand";"1’196.32";;;;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3200 0000";"Passivzinsen an Kreditoren und auf Depotgelder";81.45;;;;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3312 0000";"Ordentliche Abschreibungen auf Investitionsbeiträgen des VV";"650’460.78";"716’400";"821’100";"-104’700";"Zunahme der Abschreibungen resultierend aus den Investitionsbeiträgen an die PBZ und ZB (siehe Konti 564000 und 564001)."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3640 0110";"Beiträge an Zentralbibliothek";"6’428’280.00";"6’495’800";"6’552’000";"-56’200";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3640 0210";"Beiträge an Schweiz. Sozialarchiv";"500’619.00";"510’000";"526’500";"-16’500";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3640 0320";"Beiträge an Pestalozzigesellschaft";"9’400’000.00";"9’400’000";"9’400’000";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3640 0700";"Beiträge an andere Schulen und Bildungsstätten";"551’668.00";;;;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3640 0800";"Übrige Beiträge an Bibliotheken";"49’500.00";"54’800";"50’000";"+4’800";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3650 0000";"Beiträge an private Unternehmungen";;"50’000";"50’000";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3650 0010";"Beiträge an Privatschulen";"760’752.35";"750’000";"1’060’000";"-310’000";"Einerseits Budgetanpassung aufgrund Erfahrungswerten aus Vorjahr, andererseits beanspruchen immer mehr Privatschulen die ihnen gemäss § 71 des Volksschulgesetzes zustehenden Therapieleistungen. Waren es im Schuljahr 2010/11 noch 20 Schulen, sind es im Schuljahr 2011/12 bereits 35 Schulen, die Therapieleistungen im Bereich Logopädie beanspruchen. Dies zeigt sich auch in der steigenden Anzahl von Kindern. Für 2013 wird nochmals eine Zunahme erwartet."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3650 0210";"Beiträge an Modeco";"18’920.00";"20’000";;"+20’000";"Hauswirtschaftliche Kurse werden nach Aufhebung Gesetz über die hauswirtschaftliche Fortbildung nicht mehr vom Kanton mitfinanziert. Finanzierung durch Stadt fällt somit im Gleichschritt mit Kanton ebenfalls weg."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3650 0420";"Beitrag an Schweiz. Textilfachschule";"199’999.80";"140’000";"70’000";"+70’000";"Der Beitrag wurde in den letzten Jahren stetig reduziert."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3650 0511";"Beitrag an Stiftung Zürcher Schülerferien";;"332’600";"332’600";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3650 0700";"Beiträge an übrige Fachschulen";"25’000.00";"25’000";"25’000";;
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3650 0940";"Beiträge an gemeinnützige Vereinigungen und übrige Institutionen";"521’200.00";"494’500";"269’500";"+225’000";"Wegfall Beitrag an die Volkshochschule des Kantons Zürich."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3652 0000";"Kulturförderungsbeiträge";"637’053.25";"638’000";"770’000";"-132’000";"Erhöhung Beitrag an die Stiftung Museum Kulturama für einen geplanten Erweiterungsbau (-123’000). Erhöhung Beitrag an die Musikgesellschaft für Jugendmusiken + Bläserschulen aufgrund gestiegener Schülerzahlen (-4’000)."
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3900 0000";"Vergütung an HRZ für Aus- und Weiterbildung";650;"7’700";"8’800";"-1’100";
"Schul- und Sportdepartement";5000;"Schul- und Sportdepartement Zentrale Verwaltung";"3910 0000";"Vergütung an OIZ für IT-Leistungen";"190’106.00";"150’000";"2’736’800";"-2’586’800";"Siehe Begründung zu Konto 3010 0000."
